SubSite,StreamName,SurveyDateTime,Year,dceType,Species,PitTagID,FishStatus,Tag2RecaptureType,Tag2Type
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Dead,,
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEFB084,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEEBCA3,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F872683,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFDB96,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFA78C,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF7326,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF211C,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F871C70,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F8723BD,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Dead,,
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,,
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF10EB,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF8C8E,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F861E54,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF555A,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF06AA,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF7B60,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F8723F9,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Dead,,
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F860B22,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFD571,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F872433,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F870468,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F870FD4,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFD053,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFA26D,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DF832E7,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFA26F,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEFC596,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEFD303,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFA752,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEED121,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF9926,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF4E94,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEF39E1,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF8F0C,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF5988,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF12D7,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF44B3,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEFCDE5,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF568F,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEECEC5,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Steelhead,3D9.1C2DEF8B2D,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DF86A9D,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F87213B,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F86A605,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEFAEEB,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEEDAAE,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.1C2DEEEB82,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/2/2015,2015,Mark,Chinook,3D9.239F8726A4,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF81E82,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF600C,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF894F7,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF83263,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF8EF9,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF8046C,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEE76EC,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88C62,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFC6C8,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF82AAE,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF859A,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF86166,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88E1A,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF99C2,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF87408,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF846B6,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFC1FC,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFCC27,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF81264,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF837F0,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFA79A,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF85F78,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88C19,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF8082,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF83E18,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF82826,Live,New Tag,Fin Clip
ThorMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF6EF3,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF86C34,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF7E2E,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF960A,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEEEB9F,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF2124,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFE42F,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF833AD,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF65E9,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFDBD3,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFA39A,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEEF7E2,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF7E15,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF9928,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,384.3B239777E9,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Dead,,
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF86760,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFC340,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFED06,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF77EF,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF80E7,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF3C1A,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF80C83,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF83DD6,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF82B4B,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF88098,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFBDE9,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF1500,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFD566,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF8164F,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF880D6,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF82FF4,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFA0FE,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFCAD4,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF83851,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF8099B,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF887DE,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF87446,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.239F885D25,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEEF814,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEED122,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEEF990,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF866B4,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88BEF,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF80555,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.239F871C31,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.239F86053A,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonMC,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF892E0,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF81E05,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFCA84,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFC8F4,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88BE1,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF899E5,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEECE62,Live,New Tag,Fin Clip
AmonsonSC1,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,384.3B2397D3E1,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF88C28,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF85346,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF5758,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF857C2,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF78AC,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF82861,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF8739A,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF837F5,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF82AB8,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF84610,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88037,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFD6DB,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF8314,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFE057,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF86172,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF82B7B,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF80BDD,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFCA85,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEFD54C,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF8990E,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF89C4A,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF84AD5,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF845E6,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEF853C,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,384.3B23988E08,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF9DA0,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF88684,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF834B,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF880A7,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF85855,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF6A7F,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF88318,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF812DF,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFDF79,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF82B30,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF82A9F,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DF87C5E,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,3D9.1C2DEFCA90,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF83850,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF80496,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF85425,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF880CE,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DF8590F,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.1C2DEF6026,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,3D9.239F85E393,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Steelhead,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
AmonsonSC2,Lemhi River,6/15/2015,2015,Mark,Chinook,,Live,New Tag,Fin Clip
