PITTagID,Species,Rear,MarkLength,MarkStream,RecapStream,MarkDate,RecapDate,DaystoRecap,Mark,Recapture,Distance,Direction
384.3B2398B174,Steelhead,W,93,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,22705.16051,22701.54107,3.6194323,Downstream
384.3B23989F68,Steelhead,W,116,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112025.384,112028.9784,3.594366,Upstream
3D9.1C2D6EBCFB,Steelhead,W,139,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63564.8411,63568.32454,3.4834393,Upstream
3D9.1C2D70CD4D,Steelhead,W,130,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,86727.28159,86730.72321,3.4416183,Upstream
384.3B23981522,Steelhead,W,175,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60833.17711,60829.76265,3.4144566,Downstream
384.3B2397430B,Steelhead,W,122,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63363.09843,63359.731,3.3674264,Downstream
384.3B2397CFFD,Steelhead,W,158,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58437.1945,58440.53578,3.3412832,Upstream
3D9.239F871B72,Steelhead,W,66,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,18099.01586,18102.35327,3.3374112,Upstream
384.3B23985FF5,Steelhead,W,120,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,119833.3737,119830.0877,3.286,Downstream
384.3B2398C145,Steelhead,W,93,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,119833.3737,119830.0877,3.286,Downstream
384.3B2396FA2D,Steelhead,W,96,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120479.9449,120476.7615,3.183426001,Downstream
384.3B23985A5D,Steelhead,W,115,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,69770.7767,69767.61592,3.1607837,Downstream
384.3B239A21FC,Steelhead,W,180,Agency Creek,Agency Creek,6/25/2013,6/26/2013,1,44537.42247,44540.56972,3.147249,Upstream
384.3B2398B630,Steelhead,W,184,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,26331.74474,26334.86307,3.1183306,Upstream
384.3B23977F99,Steelhead,W,138,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,68657.27056,68660.35615,3.0855934,Upstream
384.3B2397BDF6,Steelhead,W,94,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,25375.1243,25372.11095,3.013352,Downstream
384.3B23970590,Steelhead,W,153,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25036.50653,25033.7085,2.7980279,Downstream
3D9.1C2D70424A,Steelhead,W,291,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,87608.33922,87605.59745,2.7417694,Downstream
384.3B23984C69,Steelhead,W,121,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23409.3309,23406.80948,2.5214223,Downstream
3DD.00773A1269,Steelhead,W,167,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85904.21508,85906.72894,2.5138588,Upstream
384.3B2398255E,Steelhead,W,126,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66254.11253,66256.54567,2.4331481,Upstream
384.3B2397A85F,Steelhead,W,81,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63404.51073,63402.10786,2.4028707,Downstream
3D9.1C2D702E69,Steelhead,W,175,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85560.51691,85558.1666,2.350309,Downstream
384.3B23982607,Steelhead,W,119,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25036.68503,25038.92511,2.240075,Upstream
384.3B2398834D,Steelhead,W,130,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,68207.4687,68205.23233,2.2363723,Downstream
384.3B23981023,Steelhead,W,107,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,22954.7336,22956.9057,2.1720956,Upstream
3D9.1C2D5872AB,Steelhead,W,109,Kenney Creek,Kenney Creek,7/31/2013,8/3/2013,3,33644.32202,33646.3347,2.0126827,Upstream
3D9.1C2D70CB3B,Steelhead,W,124,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,26349.6718,26347.68096,1.9908423,Downstream
3DD.00773A8520,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,71872.01852,71870.031,1.9875236,Downstream
384.3B2397F1A4,Steelhead,W,121,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109791.2958,109793.2803,1.984460001,Upstream
3D9.1C2D707E66,Steelhead,W,208,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117669.0219,117671.0036,1.981656,Upstream
3D9.1C2D6F0F19,Steelhead,W,96,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20966.86134,20968.80604,1.9446936,Upstream
3D9.1C2D6F0F2E,Steelhead,W,132,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63363.09843,63361.22585,1.8725805,Downstream
384.3B23981BDA,Steelhead,W,203,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118510.8201,118512.6782,1.858189,Upstream
384.3B23985A8B,Steelhead,W,127,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,26454.70767,26452.8567,1.8509738,Downstream
384.3B2398A721,Steelhead,W,206,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114285.9035,114284.0857,1.817846,Downstream
3D9.239F8720EA,Steelhead,W,64,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60547.58466,60549.37831,1.7936482,Upstream
384.3B239891D9,Steelhead,W,,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,26438.13372,26439.87987,1.7461502,Upstream
3D9.1C2D707D15,Steelhead,W,140,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20816.11551,20814.38319,1.7323233,Downstream
384.3B23976589,Steelhead,W,139,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,26334.29744,26335.99914,1.7017049,Upstream
384.3B23986D30,Steelhead,W,230,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117412.9451,117411.2558,1.689384999,Downstream
384.3B2396F6FE,Steelhead,W,173,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,89886.49251,89888.12856,1.6360494,Upstream
384.3B2398239E,Steelhead,W,109,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25911.5695,25909.98036,1.5891419,Downstream
3D9.1C2D70974C,Steelhead,W,173,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85559.7337,85558.1666,1.5671037,Downstream
3D9.1C2D70E3CF,Steelhead,W,101,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111304.1726,111305.7013,1.528729,Upstream
384.3B23978134,Steelhead,W,136,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60005.59115,60007.07921,1.4880589,Upstream
3D9.1C2D709302,Steelhead,W,92,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20966.71811,20968.19412,1.4760032,Upstream
3D9.1C2D70E5A1,Steelhead,W,172,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,91348.2046,91349.62193,1.4173342,Upstream
384.3B239796CA,Steelhead,W,131,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25523.4231,25522.05978,1.3633206,Downstream
384.3B23972F08,Steelhead,W,199,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117087.7258,117086.3802,1.345597,Downstream
384.3B23986DA1,Steelhead,W,162,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,65526.34467,65527.63123,1.286556,Upstream
384.3B2397EAB2,Steelhead,W,128,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58443.10089,58441.87369,1.227195,Downstream
384.3B23972932,Steelhead,W,102,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,24029.68517,24030.66909,0.9839136,Upstream
384.3B239749C0,Steelhead,W,88,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,110608.0209,110607.038,0.982888999,Downstream
3D9.1C2D6FE51F,Steelhead,W,147,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,89889.94917,89889.00521,0.943959,Downstream
384.3B239897EB,Steelhead,W,127,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111542.5876,111541.7033,0.884302,Downstream
384.3B2397AD6E,Steelhead,W,382,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,73791.4871,73792.35766,0.8705588,Upstream
384.3B239816D3,Steelhead,W,183,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24234.79048,24233.93322,0.8572648,Downstream
384.3B2397282B,Steelhead,W,93,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,110608.0345,110608.8161,0.781571,Upstream
384.3B239735EA,Steelhead,W,182,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,57938.56368,57937.8053,0.7583788,Downstream
384.3B2397EBF1,Steelhead,W,136,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117664.1095,117664.8641,0.75453,Upstream
384.3B2398533B,Steelhead,W,134,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,27259.97565,27260.72988,0.7542271,Upstream
384.3B2398B670,Steelhead,W,127,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66768.37914,66767.70289,0.6762552,Downstream
384.3B23988930,Steelhead,W,156,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66257.85144,66258.50001,0.6485641,Upstream
384.3B2398761E,Steelhead,W,127,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,27259.91849,27260.53136,0.6128672,Upstream
3DD.007739F69B,Steelhead,W,142,Agency Creek,Agency Creek,6/25/2013,6/26/2013,1,46928.42424,46927.84494,0.5792938,Downstream
384.3B23987A49,Steelhead,W,173,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120112.1611,120111.6763,0.484769,Downstream
384.3B23987A12,Steelhead,W,121,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24243.58704,24243.16196,0.4250772,Downstream
3D9.1C2D717E62,Steelhead,W,101,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20776.46058,20776.19675,0.2638284,Downstream
3D9.1C2D70F303,Steelhead,W,213,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,86836.4811,86836.23542,0.2456785,Downstream
384.3B2398AABE,Steelhead,W,97,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111541.4789,111541.7033,0.224368,Upstream
3D9.1C2D708FC8,Steelhead,W,152,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,89887.7634,89887.98656,0.2231596,Upstream
3D9.1C2D709B10,Steelhead,W,171,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,91352.0925,91352.18838,0.095874,Upstream
384.3B23975744,Steelhead,W,198,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118308.2904,118308.3589,0.068528999,Upstream
384.3B23970586,Steelhead,W,151,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24701.0521,24701.00433,0.0477778,Downstream
384.3B23971AFC,Steelhead,W,92,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104089.3324,104089.3324,0,Did Not Move
384.3B2397A0C1,Steelhead,W,77,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104289.1406,104289.1406,0,Did Not Move
384.3B2397EA1F,Steelhead,W,94,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,106770.1347,106770.1347,0,Did Not Move
384.3B23982293,Steelhead,W,145,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25911.5695,25911.5695,0,Did Not Move
384.3B239836DE,Steelhead,W,87,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,104289.1406,104289.1406,0,Did Not Move
384.3B2398833D,Steelhead,W,125,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120889.9142,120889.9142,0,Did Not Move
384.3B23989867,Steelhead,W,141,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,103814.8906,103814.8906,0,Did Not Move
