PITTagID,Species,Rear,MarkLength,MarkStream,RecapStream,MarkDate,RecapDate,DaystoRecap,Mark,Recapture,Distance,Direction
384.3B23985A9B,Steelhead,W,100,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,25379.83509,25362.40479,17.4303007,Downstream
384.3B23982D86,Steelhead,W,162,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,17731.02425,17748.27837,17.2541213,Upstream
384.3B2398BAF5,Steelhead,W,143,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117473.7091,117456.4617,17.247355,Downstream
3D9.1C2D57E4A3,Steelhead,W,210,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,115443.8696,115426.7898,17.079799,Downstream
384.3B2397B8C9,Steelhead,W,144,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,69156.04303,69139.0107,17.0323338,Downstream
384.3B23979F0A,Steelhead,W,179,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109147.5123,109130.5238,16.988453,Downstream
384.3B23987C8B,Steelhead,W,138,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66573.03329,66556.12097,16.9123181,Downstream
384.3B2397514F,Steelhead,W,155,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25911.5695,25894.73997,16.829533,Downstream
384.3B23977720,Steelhead,W,200,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,111305.25,111288.8824,16.367568,Downstream
384.3B2397F932,Steelhead,W,191,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58447.70954,58431.34536,16.3641746,Downstream
384.3B2397F8AC,Steelhead,W,120,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63215.40515,63231.66176,16.2566062,Upstream
3DD.00773A1275,Steelhead,W,185,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,75470.62297,75454.50347,16.1195006,Downstream
3D9.1C2D6F4B96,Steelhead,W,119,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20851.31799,20867.22137,15.9033868,Upstream
384.3B23970682,Steelhead,W,196,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117849.9397,117834.2712,15.668534,Downstream
384.3B2398498F,Steelhead,W,148,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63403.48145,63418.96032,15.4788768,Upstream
384.3B2398B719,Steelhead,W,165,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,62194.44528,62179.00028,15.4450089,Downstream
384.3B2397D443,Steelhead,W,135,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,67695.61714,67710.91278,15.2956367,Upstream
384.3B239A14DC,Steelhead,W,190,Agency Creek,Agency Creek,6/25/2013,6/26/2013,1,44539.35954,44554.61515,15.2556156,Upstream
384.3B2397EA7B,Steelhead,W,183,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117410.998,117426.2237,15.225692,Upstream
384.3B23984623,Steelhead,W,237,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120334.1989,120349.4136,15.214696,Upstream
384.3B2397B93A,Steelhead,W,149,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,68207.25196,68192.03792,15.2140467,Downstream
384.3B239823CB,Steelhead,W,104,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120114.7175,120129.9301,15.212552,Upstream
384.3B23988925,Steelhead,W,256,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72518.9786,72503.7769,15.2016959,Downstream
384.3B23B0B5AB,Steelhead,W,185,Agency Creek,Agency Creek,6/24/2013,6/26/2013,2,51113.52656,51098.59999,14.9265694,Downstream
3D9.1C2D6EFF15,Steelhead,W,107,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25656.49181,25671.40908,14.9172749,Upstream
384.3B239889E3,Steelhead,W,190,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,73409.73849,73424.62114,14.8826438,Upstream
3DD.007739866D,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,71872.01852,71857.14432,14.8742002,Downstream
3DD.00773A1481,Steelhead,W,,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,71872.01852,71857.14432,14.8742002,Downstream
384.3B2397B85F,Steelhead,W,156,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60006.18225,59991.72091,14.4613434,Downstream
384.3B23986902,Chinook,W,83,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,68799.86318,68814.20714,14.3439665,Upstream
384.3B23984E2A,Steelhead,W,157,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,118235.2294,118221.147,14.082431,Downstream
384.3B23979F60,Steelhead,W,239,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,69646.21908,69632.3396,13.879475,Downstream
384.3B23980B61,Steelhead,W,169,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25514.77777,25500.92032,13.857449,Downstream
3D9.1C2D57B17B,Steelhead,W,118,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,115443.8696,115457.6976,13.827963,Upstream
384.3B2397CF9E,Steelhead,W,94,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109363.3631,109377.1828,13.8197,Upstream
384.3B2397B398,Steelhead,W,231,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,73416.31349,73430.08027,13.766778,Upstream
384.3B23988836,Steelhead,W,120,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66258.42448,66272.17626,13.7517786,Upstream
384.3B23989E58,Steelhead,W,150,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23673.27896,23659.57925,13.6997094,Downstream
384.3B2397016D,Steelhead,W,108,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60840.47877,60826.89213,13.5866432,Downstream
3D9.239F872FB9,Steelhead,W,66,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25034.68097,25021.38405,13.2969122,Downstream
384.3B23986DA5,Steelhead,W,226,Big Timber Creek,Big Timber Creek,8/31/2013,9/3/2013,3,118719.1868,118732.4748,13.288051,Upstream
384.3B23986EA6,Steelhead,W,211,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118319.8034,118306.6542,13.149121,Downstream
384.3B23971A7E,Steelhead,W,109,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117473.7091,117486.7753,13.066226,Upstream
384.3B2397FFE7,Steelhead,W,297,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72842.38686,72855.36351,12.9766483,Upstream
384.3B2397B049,Steelhead,W,189,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72517.76538,72504.92201,12.8433634,Downstream
384.3B23976001,Steelhead,W,153,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24702.59905,24715.23954,12.6404887,Upstream
384.3B23984629,Steelhead,W,112,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,68801.67487,68813.97568,12.3008159,Upstream
3DD.00773A3806,Steelhead,W,330,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,73608.98071,73596.69575,12.2849579,Downstream
384.3B23985B54,Steelhead,W,124,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25529.48649,25517.22236,12.264134,Downstream
384.3B23979AFC,Steelhead,W,102,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,18099.01586,18086.97894,12.0369166,Downstream
384.3B23987B74,Steelhead,W,155,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,27259.29297,27247.30247,11.9904931,Downstream
384.3B2397863C,Steelhead,W,96,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25905.58693,25893.6298,11.9571313,Downstream
384.3B23980BE7,Steelhead,W,110,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24701.37079,24689.4898,11.8809913,Downstream
384.3B239824E7,Steelhead,W,108,Canyon Creek,Canyon Creek,6/22/2013,6/24/2013,2,101263.8568,101252.0303,11.826575,Downstream
384.3B23987AFD,Steelhead,W,261,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,114602.1645,114613.9796,11.815142,Upstream
384.3B23978FF1,Steelhead,W,169,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72029.3788,72017.573,11.8058,Downstream
384.3B239859DE,Steelhead,W,148,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66567.24126,66579.0293,11.7880357,Upstream
384.3B2398895C,Steelhead,W,93,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120482.6578,120471.0434,11.614409,Downstream
3D9.1C2D570F16,Steelhead,W,106,Reservoir Creek,Reservoir Creek,8/15/2013,8/17/2013,2,125071.4536,125059.9142,11.539361,Downstream
3D9.1C2D5867B4,Steelhead,W,117,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,65165.3953,65153.95805,11.4372527,Downstream
384.3B23987B9C,Steelhead,W,190,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109500.6618,109489.2612,11.4006,Downstream
384.3B2397CF40,Steelhead,W,202,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118677.9829,118689.3089,11.325969,Upstream
3D9.1C2D70A582,Steelhead,W,121,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,21160.8354,21172.01834,11.1829353,Upstream
3D9.1C2D6ECDEF,Steelhead,W,203,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117658.0071,117669.01,11.002913,Upstream
384.3B2398574C,Steelhead,W,257,Big Timber Creek,Big Timber Creek,8/30/2013,9/3/2013,4,113412.5932,113401.6222,10.971037,Downstream
384.3B23981334,Steelhead,W,120,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61786.42794,61775.64272,10.7852214,Downstream
384.3B23978327,Steelhead,W,216,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118308.6172,118297.9702,10.647066,Downstream
384.3B239817CC,Steelhead,W,215,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,73415.80086,73426.3892,10.5883408,Upstream
384.3B2397DBDF,Steelhead,W,175,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71311.5738,71301.06666,10.5071388,Downstream
384.3B23988876,Steelhead,W,120,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,25381.48545,25371.03957,10.4458854,Downstream
3D9.1C2D6FFD7C,Steelhead,W,140,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20775.40278,20785.78739,10.3846063,Upstream
384.3B239841A8,Steelhead,W,131,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117661.189,117650.8927,10.29626,Downstream
3D9.1C2D57AC10,Steelhead,W,82,Kenney Creek,Kenney Creek,7/31/2013,8/3/2013,3,33045.01286,33055.26231,10.249449,Upstream
384.3B2397A710,Steelhead,W,155,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,64651.06891,64661.31173,10.2428195,Upstream
384.3B23984178,Chinook,W,90,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66007.98477,65997.85709,10.1276864,Downstream
384.3B2396F1D2,Steelhead,W,152,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58137.73755,58127.7498,9.9877459,Downstream
3D9.1C2D70EB7E,Steelhead,W,125,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63984.4062,63974.70865,9.6975484,Downstream
3D9.1C2D57A304,Steelhead,W,118,Kenney Creek,Kenney Creek,7/31/2013,8/3/2013,3,33045.57126,33055.26231,9.6910482,Upstream
384.3B2397A4AC,Steelhead,W,218,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117621.7849,117631.4527,9.667778,Upstream
3D9.1C2D70FE30,Chinook,W,79,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63564.8411,63555.21231,9.6287887,Downstream
384.3B23989A10,Chinook,W,79,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58040.41422,58030.83686,9.5773602,Downstream
384.3B239771B3,Steelhead,W,118,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66768.37914,66777.82776,9.4486179,Upstream
384.3B23978429,Steelhead,W,166,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71311.69723,71302.34837,9.3488595,Downstream
384.3B2397B49A,Chinook,W,85,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63212.05934,63221.31946,9.2601184,Upstream
384.3B2397B89B,Steelhead,W,123,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63217.16846,63208.04337,9.1250933,Downstream
384.3B23989F75,Steelhead,W,116,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61425.042,61434.10264,9.0606414,Upstream
384.3B2396ECDD,Steelhead,W,181,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112021.7056,112030.7493,9.043652,Upstream
384.3B23986252,Steelhead,W,121,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,26436.44665,26445.48528,9.0386333,Upstream
384.3B239795D3,Steelhead,W,165,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63984.4062,63993.16744,8.7612418,Upstream
384.3B23984A25,Steelhead,W,200,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58137.73755,58129.00185,8.7357011,Downstream
3D9.1C2D70ADA1,Steelhead,W,135,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63564.8411,63556.12294,8.7181591,Downstream
384.3B23982ECB,Steelhead,W,134,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24698.19888,24689.4898,8.7090797,Downstream
384.3B2398B29B,Steelhead,W,160,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,111530.071,111521.3762,8.694807,Downstream
384.3B2397A4A7,Steelhead,W,149,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109772.9695,109764.3122,8.657266,Downstream
384.3B239848B9,Steelhead,W,124,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66929.18603,66920.57146,8.6145609,Downstream
384.3B239814FE,Steelhead,W,127,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,62187.4813,62178.9369,8.5443997,Downstream
3DD.00773A6733,Steelhead,W,89,Kenney Creek,Kenney Creek,7/31/2013,8/3/2013,3,35045.9197,35037.45707,8.462635,Downstream
3D9.1BF201A2FD,Steelhead,W,144,Big Timber Creek,Big Timber Creek,8/26/2013,8/28/2013,2,98306.31924,98314.69393,8.3746966,Upstream
384.3B2398A888,Steelhead,W,139,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61788.9057,61780.56747,8.3382294,Downstream
384.3B2397ACCD,Steelhead,W,168,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,117679.2667,117671.0036,8.263134,Downstream
384.3B2398908C,Steelhead,W,115,Bohannon Creek,Bohannon Creek,9/26/2013,9/28/2013,2,22495.43405,22503.68275,8.2487044,Upstream
384.3B23988C80,Steelhead,W,96,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,22960.06698,22951.83925,8.2277338,Downstream
384.3B2397DC98,Steelhead,W,109,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109489.2612,109481.0699,8.191312999,Downstream
384.3B2397C141,Steelhead,W,115,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60126.43001,60134.59892,8.1689162,Upstream
384.3B239815AC,Steelhead,W,155,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24697.56901,24689.4898,8.0792133,Downstream
384.3B2397D529,Steelhead,W,130,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66767.65569,66775.60845,7.9527524,Upstream
3D9.239F872204,Steelhead,W,63,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25521.93349,25513.98299,7.9505018,Downstream
3D9.1C2D56CE4B,Steelhead,W,145,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61776.42773,61784.3759,7.9481698,Upstream
384.3B239857F6,Steelhead,W,129,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61593.97682,61601.92043,7.9436078,Upstream
384.3B23B191A0,Steelhead,W,140,Agency Creek,Agency Creek,6/24/2013,6/26/2013,2,53785.58192,53777.65689,7.9250341,Downstream
384.3B2397BE1E,Steelhead,W,93,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,116476.0536,116483.7098,7.656251,Upstream
384.3B2397C846,Steelhead,W,96,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,24745.40364,24752.94875,7.5451149,Upstream
384.3B239A5116,Steelhead,W,245,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,69468.87393,69461.33662,7.5373026,Downstream
384.3B239A945E,Steelhead,W,258,Little Springs Creek,Little Springs Creek,6/13/2013,6/15/2013,2,69468.71076,69461.33662,7.3741353,Downstream
3D9.1C2DAF65DE,Steelhead,W,122,Big Timber Creek,Big Timber Creek,8/27/2013,8/28/2013,1,103091.9156,103099.1382,7.222600001,Upstream
384.3B2397DB82,Steelhead,W,119,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,22960.24707,22953.07424,7.172838,Downstream
384.3B23979739,Steelhead,W,286,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,73667.35373,73674.51316,7.1594283,Upstream
3D9.1C2D588927,Steelhead,W,123,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61428.16887,61435.31879,7.1499232,Upstream
384.3B2397062E,Steelhead,W,193,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71311.5738,71304.48567,7.0881268,Downstream
3D9.1C2D6F59DB,Steelhead,W,96,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20773.04731,20780.08018,7.0328751,Upstream
384.3B23987E9A,Steelhead,W,153,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,68980.50699,68987.45318,6.9461855,Upstream
384.3B23981DDB,Steelhead,W,137,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66011.70033,66018.59599,6.8956593,Upstream
384.3B239800AA,Steelhead,W,156,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,18360.45372,18353.56863,6.885096,Downstream
384.3B23983292,Steelhead,W,170,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118315.2381,118308.3589,6.879214001,Downstream
384.3B23986677,Chinook,W,79,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63217.02492,63223.90166,6.8767382,Upstream
3D9.239F8723A2,Steelhead,W,66,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63363.09843,63356.26771,6.830715,Downstream
384.3B23981BB9,Steelhead,W,208,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24239.31133,24232.48907,6.8222596,Downstream
384.3B23979BB5,Steelhead,W,155,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112024.6017,112031.3846,6.782895001,Upstream
384.3B23985471,Steelhead,W,130,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120334.2875,120341.0306,6.743159,Upstream
384.3B2396ED30,Steelhead,W,130,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66006.06467,65999.33593,6.7287408,Downstream
384.3B239812F6,Steelhead,W,159,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72842.49804,72835.81028,6.6877601,Downstream
384.3B23981FDA,Steelhead,W,74,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25033.28463,25026.64336,6.641273,Downstream
3DD.00773A1DEA,Steelhead,W,152,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85900.26325,85906.85463,6.5913814,Upstream
3DD.00773A152C,Steelhead,W,198,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,73608.98071,73602.46537,6.5153396,Downstream
384.3B239849F4,Steelhead,W,162,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117632.095,117625.6662,6.428798,Downstream
3D9.1C2D6F41EA,Steelhead,W,180,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,116477.7457,116484.1535,6.407809,Upstream
384.3B239824F8,Steelhead,W,122,East Fork Bohannon Creek,East Fork Bohannon Creek,9/26/2013,9/28/2013,2,26044.45558,26038.06303,6.3925465,Downstream
384.3B239A5DAE,Steelhead,W,284,Kenney Creek,Kenney Creek,8/1/2013,8/3/2013,2,36911.19405,36904.84047,6.3535843,Downstream
384.3B23975F5A,Steelhead,W,166,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58034.90858,58028.56159,6.3469871,Downstream
3D9.1C2D70E2D6,Steelhead,W,151,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20774.573,20780.81193,6.2389323,Upstream
384.3B23983260,Steelhead,W,124,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,64445.58864,64451.81651,6.2278673,Upstream
384.3B23985960,Chinook,W,82,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61299.03314,61305.23871,6.2055633,Upstream
384.3B23979F52,Steelhead,W,179,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,70992.09289,70998.28114,6.1882413,Upstream
3D9.1C2D6F65FC,Steelhead,W,125,Wimpey Creek,Wimpey Creek,8/4/2013,8/5/2013,1,20808.4867,20814.58568,6.0989717,Upstream
384.3B23985F1B,Steelhead,W,241,Little Springs Creek,Little Springs Creek,9/30/2013,10/2/2013,2,72510.8268,72504.7361,6.0907,Downstream
384.3B2398BF78,Steelhead,W,105,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63212.91688,63206.9697,5.9471716,Downstream
384.3B2397AFE0,Steelhead,W,137,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23403.39447,23409.3309,5.9364268,Upstream
3D9.1C2D7083C9,Steelhead,W,287,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85900.71872,85906.59307,5.874344,Upstream
3DD.00773A1F01,Steelhead,W,268,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,73608.98071,73603.14732,5.8333881,Downstream
384.3B23971ACF,Steelhead,W,103,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24238.63544,24244.33066,5.695224,Upstream
384.3B23975ED0,Steelhead,W,108,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23681.82451,23687.48755,5.6630462,Upstream
384.3B2397D69F,Steelhead,W,190,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,25523.58535,25529.24838,5.6630363,Upstream
384.3B23980677,Steelhead,W,129,Hayden Creek,Hayden Creek,9/11/2013,9/15/2013,4,69774.50061,69768.95158,5.5490307,Downstream
384.3B23982EE7,Steelhead,W,164,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24237.1178,24231.66629,5.4515134,Downstream
384.3B2397A85E,Steelhead,W,170,Hawley Creek,Hawley Creek,8/15/2013,8/18/2013,3,118308.1154,118313.5148,5.399430001,Upstream
3DD.00773A5918,Steelhead,W,315,Little Springs Creek,Little Springs Creek,6/14/2013,6/16/2013,2,73608.98071,73603.65618,5.3245273,Downstream
3D9.1C2D70AD7B,Steelhead,W,132,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63564.8411,63570.1279,5.2868028,Upstream
384.3B23980EAA,Steelhead,W,138,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,60124.71045,60129.96118,5.2507298,Upstream
3D9.1C2D70D340,Steelhead,W,116,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,63363.09843,63357.9133,5.1851277,Downstream
3D9.1C2D70B892,Steelhead,W,183,Big Springs Creek,Big Springs Creek,7/31/2013,8/2/2013,2,91346.02605,91351.18144,5.1553901,Upstream
384.3B2398886A,Steelhead,W,235,Little Springs Creek,Little Springs Creek,9/29/2013,10/1/2013,2,71312.13172,71307.09266,5.0390622,Downstream
384.3B2397C300,Steelhead,W,158,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58137.73755,58132.83855,4.899001,Downstream
3DD.007739BC4A,Steelhead,W,169,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85905.53735,85900.68276,4.8545866,Downstream
384.3B23985291,Steelhead,W,191,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117412.9866,117408.1392,4.847379,Downstream
384.3B2397A894,Steelhead,W,109,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,57938.56368,57943.39714,4.8334601,Upstream
384.3B2397FD74,Steelhead,W,152,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112024.833,112029.5642,4.73126,Upstream
384.3B2398BF60,Steelhead,W,148,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,22958.95393,22954.22763,4.7262983,Downstream
384.3B2398AC21,Chinook,W,80,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,66427.86565,66432.58578,4.7201279,Upstream
384.3B23986335,Steelhead,W,100,Big Timber Creek,Big Timber Creek,8/29/2013,9/1/2013,3,109373.2247,109377.8378,4.613154,Upstream
384.3B2397EC3E,Steelhead,W,107,Bohannon Creek,Bohannon Creek,9/25/2013,9/27/2013,2,23407.73839,23403.16109,4.5773005,Downstream
384.3B23989976,Steelhead,W,150,Bohannon Creek,Bohannon Creek,9/29/2013,10/1/2013,2,24247.21874,24242.66786,4.5508813,Downstream
384.3B2397E61C,Steelhead,W,188,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,120472.2154,120476.7615,4.546060999,Upstream
3D9.1C2D57E51B,Steelhead,W,166,Big Timber Creek,Big Timber Creek,8/27/2013,8/28/2013,1,102664.2534,102659.7695,4.483887999,Downstream
384.3B23972E21,Steelhead,W,77,Canyon Creek,Canyon Creek,6/23/2013,6/25/2013,2,112026.8142,112031.2505,4.436314,Upstream
384.3B2397D497,Steelhead,W,189,Big Timber Creek,Big Timber Creek,8/30/2013,9/2/2013,3,117059.3888,117063.7517,4.362867,Upstream
384.3B23989202,Steelhead,W,120,Hawley Creek,Hawley Creek,8/16/2013,8/18/2013,2,118225.3727,118221.1304,4.242256,Downstream
3D9.1C2D673C7B,Steelhead,W,207,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,85903.16157,85907.3868,4.2252236,Upstream
384.3B239701A1,Steelhead,W,146,Hayden Creek,Hayden Creek,9/12/2013,9/16/2013,4,64888.7266,64892.93621,4.209609,Upstream
3D9.1C2D70DDAF,Steelhead,W,225,Big Springs Creek,Big Springs Creek,7/31/2013,8/1/2013,1,86500.29192,86496.12724,4.1646891,Downstream
384.3B2397B3E0,Chinook,W,81,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,61302.78452,61306.87186,4.0873418,Upstream
384.3B23987590,Steelhead,W,149,Hayden Creek,Hayden Creek,9/14/2013,9/18/2013,4,58873.2036,58869.13526,4.0683364,Downstream
3D9.1C2D704D15,Steelhead,W,89,Wimpey Creek,Wimpey Creek,8/3/2013,8/8/2013,5,25667.63883,25671.40908,3.7702499,Upstream
3D9.1C2D570B34,Steelhead,W,119,Hayden Creek,Hayden Creek,9/13/2013,9/17/2013,4,62192.8402,62189.14059,3.6996148,Downstream
